# MJD Lν eLν filter
5.721471106000000145e+04 7.837562422491568623e+44 7.658572751236585844e+43 4.392000000000000903e-01
5.722168221900000208e+04 5.945399096593104062e+44 5.164108040726774342e+43 4.392000000000000903e-01
5.722351100299999962e+04 6.000411197114254145e+44 3.908918208086462291e+43 4.392000000000000903e-01
5.722651673999999912e+04 5.523075916727532936e+44 2.998301742209455556e+43 4.392000000000000903e-01
5.722926562600000034e+04 5.178226140889953080e+44 3.935531318313376360e+43 4.392000000000000903e-01
5.723289509499999986e+04 4.990924645478278878e+44 3.793179307971524241e+43 4.392000000000000903e-01
5.724112151299999823e+04 4.468698075074296489e+44 2.911096372945315916e+43 4.392000000000000903e-01
5.724488101099999767e+04 3.856390575237063220e+44 3.349618293778723062e+43 4.392000000000000903e-01
5.724846997600000032e+04 4.427728804864080776e+44 2.884407280975655337e+43 4.392000000000000903e-01
5.725070343699999648e+04 4.945167573292708157e+44 5.369147472920637453e+43 4.392000000000000903e-01
5.725369728500000201e+04 4.189681535612819372e+44 5.003777822584244428e+43 4.392000000000000903e-01
5.725569236500000261e+04 3.716901162842618419e+44 2.421344497204292843e+43 4.392000000000000903e-01
5.725940134499999840e+04 3.237285580301901948e+44 3.514838159675735397e+43 4.392000000000000903e-01
5.726272781099999702e+04 3.267239814973887719e+44 2.483152389721646462e+43 4.392000000000000903e-01
5.726556097299999965e+04 3.517070005405482109e+44 3.054888191631025389e+43 4.392000000000000903e-01
5.726878500999999960e+04 3.297471212766629858e+44 3.222165491864710092e+43 4.392000000000000903e-01
5.727260338600000250e+04 3.484825313780977527e+44 2.270160606257782071e+43 4.392000000000000903e-01
5.727287493600000016e+04 3.389854149327012491e+44 3.680487378775143623e+43 4.392000000000000903e-01
5.727735534899999766e+04 3.856390575237063220e+44 2.093511433611702285e+43 4.392000000000000903e-01
5.728437047799999709e+04 3.421220083587989647e+44 2.600179756438346357e+43 4.392000000000000903e-01
5.728477103399999760e+04 3.178198459428884117e+44 2.415479593316865313e+43 4.392000000000000903e-01
5.729864242299999751e+04 2.667970435908466461e+44 2.317369676392746846e+43 4.392000000000000903e-01
5.730548810999999841e+04 3.007329488507546594e+44 2.285616553717145950e+43 4.392000000000000903e-01
5.730744970499999908e+04 2.952439539325316096e+44 2.885013450185449677e+43 4.392000000000000903e-01
5.730967561500000011e+04 2.281292710705406937e+44 3.715323134497120200e+43 4.392000000000000903e-01
5.731130685300000187e+04 2.979758126031064804e+44 3.558754406740778434e+43 4.392000000000000903e-01
5.731323688599999878e+04 3.120189800054193292e+44 3.387703031636550714e+43 4.392000000000000903e-01
5.731776667099999759e+04 3.149060560812139629e+44 2.735239249479924047e+43 4.392000000000000903e-01
5.733018484599999647e+04 2.717571709600050081e+44 2.655509394725327555e+43 4.392000000000000903e-01
5.734619044199999917e+04 2.793708008795633765e+44 2.123260951471027687e+43 4.392000000000000903e-01
5.736642540000000008e+04 2.619274487491485085e+44 3.412609369523177471e+43 4.392000000000000903e-01
5.737141489900000306e+04 2.005307660192359762e+44 2.612682154020529105e+43 4.392000000000000903e-01
5.738328319300000294e+04 1.730537492419293135e+44 4.697268023027742334e+43 4.392000000000000903e-01
5.738587092200000188e+04 1.950657459271021357e+44 9.106967534434070130e+43 4.392000000000000903e-01
5.739366243399999803e+04 1.950657459271021357e+44 2.965059197257603779e+43 4.392000000000000903e-01
5.739675358599999890e+04 1.795481823022437423e+44 3.119071392386919011e+43 4.392000000000000903e-01
5.739924925800000346e+04 1.549462296174400998e+44 3.028153163156510636e+43 4.392000000000000903e-01
5.742774504400000296e+04 1.607611161519408108e+44 2.792706625976947666e+43 4.392000000000000903e-01
5.742964797800000088e+04 1.507235146951040225e+44 3.927503443509237238e+43 4.392000000000000903e-01
5.743350542500000302e+04 1.042751955118388958e+44 3.962537425890255583e+43 4.392000000000000903e-01
5.743731986999999936e+04 1.812095211784389215e+44 3.541423280226446583e+43 4.392000000000000903e-01
5.744740856499999791e+04 1.052400420165342578e+44 3.199361866613304508e+43 4.392000000000000903e-01
5.744993157100000099e+04 1.578268950997028143e+44 4.455317726455626604e+43 4.392000000000000903e-01
5.745016356100000121e+04 1.288786602647814631e+44 5.737057326278042613e+43 4.392000000000000903e-01
5.745421626999999717e+04 1.186263076488421158e+44 3.091125049226977668e+43 4.392000000000000903e-01
5.745607839300000342e+04 1.300711598259286566e+44 2.683236380939945049e+43 4.392000000000000903e-01
5.745764163800000097e+04 1.132872443117413912e+44 3.444001755223037923e+43 4.392000000000000903e-01
5.747222394599999825e+04 9.510010858275397208e+43 4.130145238589012371e+43 4.392000000000000903e-01
5.747754837699999916e+04 1.122486206129453975e+44 3.290554566008130935e+43 4.392000000000000903e-01
5.753360515000000305e+04 1.374614791476839353e+44 4.178913330769475678e+43 4.392000000000000903e-01
5.755275106599999708e+04 8.436863307465315110e+43 2.839664463728258305e+43 4.392000000000000903e-01
5.755487593300000299e+04 6.000411197115257966e+43 2.149905014447554161e+43 4.392000000000000903e-01
5.755736507700000220e+04 8.131693724083164337e+43 1.677486113625894740e+43 4.392000000000000903e-01
5.756021898599999986e+04 7.910082494706460774e+43 1.717652589425261800e+43 4.392000000000000903e-01
5.756320692099999724e+04 8.834480425250057312e+43 2.973493726855504376e+43 4.392000000000000903e-01
5.756943420399999741e+04 3.716901162843846455e+43 2.542411722064507856e+43 4.392000000000000903e-01
